,cov0,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,survival_time,censored
0,-0.6437168073629285,-1.2518204342221415,-0.563914553205778,0.3314385950306,1.2039074363606874,0.4109140402230659,1.6782424849515107,-1.0259641650128146,-0.02176212937046971,0.5304802127603484,53.0,1.0
1,0.5760049683902853,-1.55430075390587,0.13509601114975897,-0.6231574046471493,1.4276149423673583,-2.4561593201726266,-1.629362124243004,1.6603337833157188,-0.304425360194762,-0.554434823191323,33.0,1.0
2,-0.470783489688684,-0.8167568272914453,1.1638550757266781,-1.0727264186099983,0.4082995721421686,0.16298886204082602,1.5750430538351539,-1.7792785902485906,-0.6175683735982227,0.32671908727802157,22.0,1.0
3,-1.6574281185855628,-1.0967887225519277,-1.415914515285801,1.4109820849147903,0.40611080625979135,1.100853483511394,-0.7331556389470263,-1.5785034635788646,1.2932465834302869,0.544113769430619,132.0,1.0
4,-1.2069387142869963,1.597501471710457,-0.413534332650225,0.5702599363598232,1.114240632353852,-0.09735520443727652,0.4119425680783576,0.08694782260757994,-1.818005497091284,-1.6234242244091872,109.0,1.0
5,1.0271990631931889,1.0623842223512676,-0.26808524972946335,0.7213072046366108,-1.6310929306708415,-1.4948963245241376,-0.9981030551563167,-0.6702865136290632,0.6092521542667955,-1.4444525876416243,127.0,1.0
6,2.308071076117313,0.0035726587694601577,-0.35005730777162697,-0.08603453866077473,0.7914094084755301,-0.7321462620694001,-1.1067057047392068,1.6260029685074537,0.05143544396633842,-0.5975622967136075,58.0,1.0
7,1.7315154410259233,-0.0967136105157717,-1.292880747878887,-0.43178331900350947,0.27024973562981397,0.3810936801817574,-1.8110183854649011,0.03795840973740499,-0.06699339140778575,0.8897689506954201,6.0,1.0
8,-1.038241628667235,0.06243485336047521,-1.4378571644653855,-1.4436992820311503,-0.6133050633891598,0.3707821421086592,0.04714294598222461,-1.2127374546986704,0.4713299518786209,0.1714034716594312,86.0,1.0
9,-0.6121912572669614,0.7345963197638279,0.33576958387486316,0.648132914808986,-0.5137851679633195,-1.0975781915259808,0.9729430240864055,-0.5585932915350766,1.1521479556509386,-0.6994611388635237,24.0,1.0
10,0.3717765151497143,2.33887414159028,1.5440760708910914,0.5131895804615676,-0.6489439903405702,-1.11311933881735,-0.09945937972135116,-0.9796804097660329,-1.38448603490614,0.6234905413578926,165.0,1.0
11,0.545042013779989,0.3443214983014807,1.9927344347624831,0.44057826751125295,0.17577974432342863,1.8464923688992505,-0.16506624043138673,2.7121870947438924,0.43883561112895075,1.220520556655732,37.0,1.0
12,-1.5269790830990817,0.9035133384368977,-2.0266902931240325,-0.03495999810804299,0.5755002259069493,0.24442984628956502,0.9376087896338821,0.4923497154849183,0.22280033719833187,0.22306349364026018,156.0,1.0
13,0.6454828771352197,-0.18453857483490105,-1.7288108905569517,-1.0043427898437762,-0.16391871643533584,0.24735895995049664,0.6097876498612445,2.3730559739223223,-0.4997182063975987,-1.2433277697687661,30.0,1.0
14,1.0727152807305105,-2.7969059792112194,-0.8253346900778676,1.4416571409811694,0.5393545507705159,-1.7428899898664443,-0.5175932510676567,1.4086432784397207,-0.34259494392942036,1.0547544097795345,89.0,1.0
15,-1.156262094507286,-1.4793582727896177,1.0166924039743421,0.7740308191605683,0.7050714963617968,1.1187868345455436,0.6138738084139039,-1.0803115068435634,-0.04516908187337707,1.6916915361328504,141.0,1.0
16,-0.05085299287492902,-1.1349787114468435,-1.7152145796153313,0.4231276743388978,0.4469227318417621,-0.34486122876041153,0.38260060454500927,-0.9865861143872366,0.09902558944710652,-1.5105172569504646,171.0,1.0
17,-2.272687936619903,0.12629207908141046,-0.7435394132242245,1.0836420318014957,0.4601725949608639,0.23868662230161394,-1.4679439298261523,1.2736879516422135,1.0695181808188268,-0.32243057292007415,237.0,1.0
18,1.723624600382554,1.0901742645025416,0.7698721447063028,0.34470921912335,0.3201945198885601,1.2268177687150907,0.36050644752917366,-0.06709734908617408,-0.7267413735248789,2.5112742346617143,224.0,1.0
19,-0.2306574620741084,-1.444931917890096,-0.8459853295164199,-0.1827327929253368,-0.11438972912308096,-1.9847696905955319,-0.5730169206984288,0.8945703850160898,1.2271244052631427,1.5263101094561715,132.0,1.0
20,-0.8826599250523164,-0.692144130321533,-0.33965287684032724,-0.48504750381079975,0.5483204944973838,-0.4089638432684687,0.6596178518269686,0.7643709182051239,-0.12626139114104992,-0.09199962509960606,6.0,1.0
21,-1.767511222451878,0.8827293986396304,0.31146252060591634,1.4382764392938143,-2.2127756136663774,-1.287291543450153,0.05118508123994037,-0.9818774826966717,-0.6125388929374029,0.012228554752224336,27.0,1.0
22,0.9499016142800184,-0.6205706174414007,0.9787947285316473,-0.8421536645907574,1.5558364875614459,-1.0133878614050855,0.9563017685011725,0.6997972048805113,0.01504444286885336,-0.257978457455103,70.0,1.0
23,1.2972159585365548,-1.3493617730232843,-1.1979635298332516,1.7414546288686261,-0.36924710681595846,-0.04475426531827347,0.16117969147008424,-0.1635321556497887,-1.165376621533824,-0.5246012544313184,124.0,1.0
24,-0.8320030547562531,0.07856643909282435,-1.388914371038998,-0.3963257057181638,0.8758656389753666,-0.9514717315849652,1.2929572363062627,-1.3217493140419783,-0.7455345388285326,1.361285412029825,111.0,1.0
25,-0.05736263897640424,-2.1242833766504017,1.5846592427105741,-0.7015320786084294,0.42953163644381087,0.6521649906276941,-1.2126496293795053,-0.36550175886165864,2.361190281732068,2.2158723029542093,11.0,1.0
26,1.0619126531605174,1.2052717618770916,-0.033065212582478444,0.1251539038584612,-0.20432979811607815,0.16031074144654325,0.25915461737360485,-1.4059839671459056,-0.554432641663378,1.5084652751876038,7.0,1.0
